abn,isCurrent,replacedFrom,entityStatus,effectiveFrom,effectiveTo,entityTypeCode,entityDescription,acnc_status,acnc_status_from,acnc_status_to,record_last_updated,gst,dgr,main_trading_names,other_trading_names,main_business_physical_address,tax_concession_endorsements
38638984755,Y,0001-01-01,Active,2020-12-27,0001-01-01,PUB,Australian Public Company,Registered,2020-11-27,0001-01-01,2021-09-24,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2020-12-27"", ""effectiveTo"": ""0001-01-01""}","{""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2021-06-20"", ""effectiveTo"": ""0001-01-01""}"
40663905575,Y,0001-01-01,Active,2023-03-27,0001-01-01,PUB,Australian Public Company,Registered,2023-03-27,0001-01-01,2024-06-19,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2023-03-27"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2024-03-27"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2023-03-27"", ""effectiveTo"": ""0001-01-01""}]"
54768939861,Y,0001-01-01,Active,2010-01-06,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2023-12-06,,,"{""organisationName"": ""ADFAS Murray River"", ""effectiveFrom"": ""2010-01-06""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2014-09-12"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2012-12-03"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2012-12-03"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2012-12-03"", ""effectiveTo"": ""0001-01-01""}]"
73076671086,Y,0001-01-01,Active,2000-05-15,0001-01-01,PUB,Australian Public Company,Registered,2012-12-03,0001-01-01,2019-04-10,,,"{""organisationName"": ""THE 201V6 LIONS CHARITABLE FUND"", ""effectiveFrom"": ""2000-05-15""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2014-10-27"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
75019883809,Y,0001-01-01,Active,1999-11-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-10,,,"{""organisationName"": ""GLENROY PUBLIC SCHOOL P&C ASSOCIATION"", ""effectiveFrom"": ""2001-02-26""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2018-11-05"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
77370146940,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-08-22,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}","{""endorsedFrom"": ""2000-07-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}",,,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2014-09-12"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
78147813808,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,,"{""organisationName"": ""GREEK ORTHODOX COMMUNITY OF ALBURY AND DISTRICT INC"", ""effectiveFrom"": ""2009-09-02""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2018-11-05"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2012-12-03"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2012-12-03"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2012-12-03"", ""effectiveTo"": ""0001-01-01""}]"
91860912692,Y,0001-01-01,Active,2000-06-18,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,"{""endorsedFrom"": ""2000-07-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}","{""organisationName"": ""WANDOO ABORIGINAL CORPORATION"", ""effectiveFrom"": ""2000-06-18""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2017-03-28"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
93109568618,Y,0001-01-01,Active,2016-07-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2024-02-07,0001-01-01,2024-03-18,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2022-05-16"", ""effectiveTo"": ""0001-01-01""}","{""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2024-02-07"", ""effectiveTo"": ""0001-01-01""}"
22717248660,Y,0001-01-01,Active,2000-06-15,0001-01-01,OIE,Other Incorporated Entity,Registered,2018-07-01,0001-01-01,2024-10-01,"{""effectiveFrom"": ""2001-07-01"", ""effectiveTo"": ""0001-01-01""}",,,,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2018-09-17"", ""effectiveTo"": ""0001-01-01""}","{""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2018-07-01"", ""effectiveTo"": ""0001-01-01""}"
30107903677,Y,0001-01-01,Active,2004-03-19,0001-01-01,PUB,Australian Public Company,Registered,2012-12-03,0001-01-01,2021-01-20,,"{""endorsedFrom"": ""2004-07-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}","{""organisationName"": ""ALBURY WODONGA REGIONAL GP NETWORK"", ""effectiveFrom"": ""2009-11-27""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2017-03-15"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2004-07-01"", ""effectiveTo"": ""0001-01-01""}]"
42212652500,Y,0001-01-01,Active,1999-11-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2023-03-04,"{""effectiveFrom"": ""2000-07-07"", ""effectiveTo"": ""0001-01-01""}",,,,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2014-09-17"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
68437575684,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,,"{""organisationName"": ""ALBURY HIGH SCHOOL P&C ASSN"", ""effectiveFrom"": ""2000-06-15""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2017-03-23"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
70679042169,Y,0001-01-01,Active,2024-07-11,0001-01-01,PUB,Australian Public Company,Registered,2024-07-11,0001-01-01,2025-01-08,"{""effectiveFrom"": ""2024-07-11"", ""effectiveTo"": ""0001-01-01""}","{""endorsedFrom"": ""2024-07-11"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}",,,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2024-07-11"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2024-07-11"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2024-07-11"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Exemption"", ""effectiveFrom"": ""2024-07-11"", ""effectiveTo"": ""0001-01-01""}]"
77459154686,Y,0001-01-01,Active,2015-12-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2016-01-14,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2015-12-01"", ""effectiveTo"": ""0001-01-01""}",,,,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2015-12-01"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2016-01-14"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2016-01-14"", ""effectiveTo"": ""0001-01-01""}]"
82317051446,Y,0001-01-01,Active,1999-11-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-10,,,"{""organisationName"": ""WEWAK ST SCHOOL P&C ASSOCIATION"", ""effectiveFrom"": ""2000-06-13""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2000-06-13"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
82645946028,Y,0001-01-01,Active,2000-04-27,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,,,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2013-08-26"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2012-12-03"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2012-12-03"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2012-12-03"", ""effectiveTo"": ""0001-01-01""}]"
83949518092,Y,0001-01-01,Active,2000-05-17,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2021-02-19,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}","{""endorsedFrom"": ""2000-07-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}",,,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2020-10-21"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
85608990931,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2025-08-01,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}","{""endorsedFrom"": ""2024-01-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}",,,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2014-12-18"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
87021092987,Y,0001-01-01,Active,2005-06-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-10,"{""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""Albury Bible Fellowship"", ""effectiveFrom"": ""2005-06-01""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2018-11-05"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}]"
93022046098,Y,0001-01-01,Active,2005-03-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,"{""endorsedFrom"": ""2005-01-27"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}","{""organisationName"": ""MURRAY VALLEY SANCTUARY REFUGEE GROUP"", ""effectiveFrom"": ""2005-03-01""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2016-04-19"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}]"
96068007159,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-10,,,"{""organisationName"": ""ALBURY PUBLIC SCHOOL P & C ASSOCIATION"", ""effectiveFrom"": ""2000-07-28""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2017-07-19"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
96305389334,Y,0001-01-01,Active,2020-08-25,0001-01-01,OIE,Other Incorporated Entity,Registered,2024-06-30,0001-01-01,2025-06-02,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2020-08-25"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2024-06-30"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2024-06-30"", ""effectiveTo"": ""0001-01-01""}]"
99122891838,Y,0001-01-01,Active,2006-11-28,0001-01-01,PUB,Australian Public Company,Registered,2012-12-03,0001-01-01,2022-08-22,"{""effectiveFrom"": ""2006-11-28"", ""effectiveTo"": ""0001-01-01""}",,,,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2022-08-19"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2006-11-28"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2006-11-28"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Exemption"", ""effectiveFrom"": ""2006-11-28"", ""effectiveTo"": ""0001-01-01""}]"
12705508626,Y,0001-01-01,Active,2000-04-20,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""CHRISTIAN FELLOWSHIP CENTRE INCORPORATED"", ""effectiveFrom"": ""2000-04-20""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2014-09-21"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
16038924571,Y,0001-01-01,Active,2000-06-06,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""THE RIVER COMMUNITY CHURCH"", ""effectiveFrom"": ""2000-06-06""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2014-09-21"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
21595911563,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,"{""endorsedFrom"": ""2000-07-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}",,,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2018-03-20"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
22992733408,Y,0001-01-01,Active,2000-02-16,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""YARRUNGA EARLY CENTRE INC"", ""effectiveFrom"": ""2003-01-03""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2018-11-05"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}]"
24922181768,Y,0001-01-01,Active,2012-12-03,0001-01-01,OIE,Other Incorporated Entity,Registered,2013-12-23,0001-01-01,2019-04-09,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2016-12-13"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2013-12-23"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2013-12-23"", ""effectiveTo"": ""0001-01-01""}]"
25493281206,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,,"{""organisationName"": ""JAMES FALLON HIGH SCHOOL P&C"", ""effectiveFrom"": ""2000-06-05""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2016-10-06"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
32075824986,Y,0001-01-01,Active,1999-11-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,,"{""organisationName"": ""ALBURY NORTH PUBLIC SCHOOL P&C"", ""effectiveFrom"": ""2000-06-15""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2014-09-23"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}]"
34111519012,Y,0001-01-01,Active,2004-11-09,0001-01-01,PUB,Australian Public Company,Registered,2012-12-03,0001-01-01,2020-03-28,"{""effectiveFrom"": ""2012-04-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""BORDER TRUST"", ""effectiveFrom"": ""2012-05-07""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2010-07-01"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2004-11-09"", ""effectiveTo"": ""0001-01-01""}]"
44281350579,Y,0001-01-01,Active,1999-11-01,0001-01-01,TRT,Other trust,Registered,2012-12-03,0001-01-01,2021-08-04,,,"{""organisationName"": ""ALBURY GOSPEL TRUST NUMBER 2"", ""effectiveFrom"": ""2000-05-25""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2018-11-23"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
54452077159,Y,0001-01-01,Active,2018-01-02,0001-01-01,OIE,Other Incorporated Entity,Registered,2018-01-02,0001-01-01,2020-08-14,"{""effectiveFrom"": ""2019-07-01"", ""effectiveTo"": ""0001-01-01""}","{""endorsedFrom"": ""2020-01-06"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}",,,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2018-01-02"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2018-01-02"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2018-01-02"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Exemption"", ""effectiveFrom"": ""2018-01-02"", ""effectiveTo"": ""0001-01-01""}]"
59311056446,Y,0001-01-01,Active,2000-06-22,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2640"", ""effectiveFrom"": ""2018-11-05"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
